event_id,referral_lead_id,partner_id,event_type,event_at,agent_name,rationale
EV003667,RL00989,P007,resolved,2024-06-25,monitor,closed successfully
EV003668,RL00990,,classified,2024-06-12,intake,
EV003669,RL00990,P007,matched,2024-06-14,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003670,RL00990,P007,booked,2024-06-18,negotiation,partner accepted; capacity held
EV003671,RL00990,P007,resolved,2024-06-30,monitor,closed successfully
EV003672,RL00991,,classified,2024-07-08,intake,
EV003673,RL00991,P008,matched,2024-07-09,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003674,RL00991,P008,lost,2024-07-14,monitor,no fit / declined
EV003675,RL00992,,classified,2024-07-18,intake,
EV003676,RL00992,P009,matched,2024-07-21,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003677,RL00992,P009,booked,2024-07-23,negotiation,partner accepted; capacity held
EV003678,RL00992,P009,resolved,2024-08-11,monitor,closed successfully
EV003679,RL00993,,classified,2024-07-16,intake,
EV003680,RL00993,P008,matched,2024-07-17,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003681,RL00993,P008,booked,2024-07-24,negotiation,partner accepted; capacity held
EV003682,RL00993,P008,resolved,2024-08-16,monitor,closed successfully
EV003683,RL00994,,classified,2024-07-13,intake,
EV003684,RL00994,P009,matched,2024-07-16,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003685,RL00994,P009,lost,2024-07-21,monitor,no fit / declined
EV003686,RL00995,,classified,2024-07-12,intake,
EV003687,RL00995,P008,matched,2024-07-14,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003688,RL00995,P008,booked,2024-07-22,negotiation,partner accepted; capacity held
EV003689,RL00995,P008,resolved,2024-08-07,monitor,closed successfully
EV003690,RL00996,,classified,2024-07-14,intake,
EV003691,RL00996,P008,matched,2024-07-15,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003692,RL00996,P008,booked,2024-07-24,negotiation,partner accepted; capacity held
EV003693,RL00996,P008,resolved,2024-08-07,monitor,closed successfully
EV003694,RL00997,,classified,2024-07-25,intake,
EV003695,RL00997,P009,matched,2024-07-27,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003696,RL00997,P009,lost,2024-08-10,monitor,no fit / declined
EV003697,RL00998,,classified,2024-07-09,intake,
EV003698,RL00998,P008,matched,2024-07-10,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003699,RL00998,P008,booked,2024-07-20,negotiation,partner accepted; capacity held
EV003700,RL00998,P008,resolved,2024-07-31,monitor,closed successfully
EV003701,RL00999,,classified,2024-07-16,intake,
EV003702,RL00999,P007,matched,2024-07-19,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003703,RL00999,P007,booked,2024-07-26,negotiation,partner accepted; capacity held
EV003704,RL00999,P007,resolved,2024-08-02,monitor,closed successfully
EV003705,RL01000,,classified,2024-07-15,intake,
EV003706,RL01000,P009,matched,2024-07-18,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003707,RL01000,P009,lost,2024-07-27,monitor,no fit / declined
EV003708,RL01001,,classified,2024-07-14,intake,
EV003709,RL01001,P007,matched,2024-07-15,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003710,RL01002,,classified,2024-07-13,intake,
EV003711,RL01002,P009,matched,2024-07-16,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003712,RL01002,P009,booked,2024-07-23,negotiation,partner accepted; capacity held
EV003713,RL01002,P009,resolved,2024-07-30,monitor,closed successfully
EV003714,RL01003,,classified,2024-07-15,intake,
EV003715,RL01003,P007,matched,2024-07-17,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003716,RL01003,P007,booked,2024-07-24,negotiation,partner accepted; capacity held
EV003717,RL01003,P007,resolved,2024-08-09,monitor,closed successfully
EV003718,RL01004,,classified,2024-07-08,intake,
EV003719,RL01004,P009,matched,2024-07-10,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003720,RL01004,P009,booked,2024-07-13,negotiation,partner accepted; capacity held
EV003721,RL01004,P009,resolved,2024-08-05,monitor,closed successfully
EV003722,RL01005,,classified,2024-07-22,intake,
EV003723,RL01005,P007,matched,2024-07-23,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003724,RL01006,,classified,2024-08-11,intake,
EV003725,RL01006,P009,matched,2024-08-14,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003726,RL01007,,classified,2024-08-21,intake,
EV003727,RL01008,,classified,2024-08-05,intake,
EV003728,RL01008,P009,matched,2024-08-08,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003729,RL01008,P009,booked,2024-08-13,negotiation,partner accepted; capacity held
EV003730,RL01008,P009,resolved,2024-09-02,monitor,closed successfully
EV003731,RL01009,,classified,2024-08-04,intake,
EV003732,RL01009,P007,matched,2024-08-05,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003733,RL01010,,classified,2024-08-10,intake,
EV003734,RL01011,,classified,2024-08-07,intake,
EV003735,RL01011,P008,matched,2024-08-08,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003736,RL01011,P008,booked,2024-08-16,negotiation,partner accepted; capacity held
EV003737,RL01011,P008,resolved,2024-09-01,monitor,closed successfully
EV003738,RL01012,,classified,2024-08-24,intake,
EV003739,RL01012,P008,matched,2024-08-25,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003740,RL01012,P008,lost,2024-09-03,monitor,no fit / declined
EV003741,RL01013,,classified,2024-08-17,intake,
EV003742,RL01013,P007,matched,2024-08-18,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003743,RL01014,,classified,2024-08-20,intake,
EV003744,RL01015,,classified,2024-08-21,intake,
EV003745,RL01015,P007,matched,2024-08-23,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003746,RL01015,P007,booked,2024-08-27,negotiation,partner accepted; capacity held
EV003747,RL01015,P007,resolved,2024-09-16,monitor,closed successfully
EV003748,RL01016,,classified,2024-08-08,intake,
EV003749,RL01016,P007,matched,2024-08-11,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003750,RL01016,P007,lost,2024-08-17,monitor,no fit / declined
EV003751,RL01017,,classified,2024-08-04,intake,
EV003752,RL01017,P008,matched,2024-08-07,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003753,RL01017,P008,booked,2024-08-13,negotiation,partner accepted; capacity held
EV003754,RL01017,P008,resolved,2024-08-22,monitor,closed successfully
EV003755,RL01018,,classified,2024-08-28,intake,
EV003756,RL01018,P008,matched,2024-08-30,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003757,RL01019,,classified,2024-08-08,intake,
EV003758,RL01020,,classified,2024-08-03,intake,
EV003759,RL01020,P009,matched,2024-08-04,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003760,RL01020,P009,booked,2024-08-12,negotiation,partner accepted; capacity held
EV003761,RL01020,P009,resolved,2024-09-01,monitor,closed successfully
EV003762,RL01021,,classified,2024-09-04,intake,
EV003763,RL01021,P008,matched,2024-09-05,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003764,RL01021,P008,booked,2024-09-12,negotiation,partner accepted; capacity held
EV003765,RL01021,P008,resolved,2024-10-06,monitor,closed successfully
EV003766,RL01022,,classified,2024-09-15,intake,
EV003767,RL01022,P008,matched,2024-09-17,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003768,RL01022,P008,booked,2024-09-25,negotiation,partner accepted; capacity held
EV003769,RL01022,P008,resolved,2024-10-14,monitor,closed successfully
EV003770,RL01023,,classified,2024-09-04,intake,
EV003771,RL01023,P007,matched,2024-09-06,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003772,RL01023,P007,lost,2024-09-15,monitor,no fit / declined
EV003773,RL01024,,classified,2024-09-05,intake,
EV003774,RL01024,P009,matched,2024-09-07,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003775,RL01024,P009,outreach_sent,2024-09-08,negotiation,round 1
EV003776,RL01024,P009,reply_received,2024-09-09,negotiation,propose_alternative
EV003777,RL01024,P009,outreach_sent,2024-09-10,negotiation,round 2
EV003778,RL01024,P009,reply_received,2024-09-11,negotiation,propose_alternative
EV003779,RL01024,P009,outreach_sent,2024-09-12,negotiation,round 3
EV003780,RL01024,P009,reply_received,2024-09-13,negotiation,propose_alternative
EV003781,RL01025,,classified,2024-09-17,intake,
EV003782,RL01025,P009,matched,2024-09-20,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003783,RL01025,P009,lost,2024-09-29,monitor,no fit / declined
EV003784,RL01026,,classified,2024-09-06,intake,
EV003785,RL01026,P008,matched,2024-09-07,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003786,RL01026,P008,lost,2024-09-21,monitor,no fit / declined
EV003787,RL01027,,classified,2024-09-23,intake,
EV003788,RL01027,P009,matched,2024-09-26,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003789,RL01027,P009,booked,2024-10-05,negotiation,partner accepted; capacity held
EV003790,RL01027,P009,resolved,2024-10-16,monitor,closed successfully
EV003791,RL01028,,classified,2024-09-04,intake,
EV003792,RL01028,P008,matched,2024-09-05,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003793,RL01028,P008,booked,2024-09-12,negotiation,partner accepted; capacity held
EV003794,RL01028,P008,resolved,2024-09-17,monitor,closed successfully
EV003795,RL01029,,classified,2024-09-27,intake,
EV003796,RL01030,,classified,2024-09-01,intake,
EV003797,RL01030,P008,matched,2024-09-04,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003798,RL01030,P008,lost,2024-09-15,monitor,no fit / declined
EV003799,RL01031,,classified,2024-09-13,intake,
EV003800,RL01031,P007,matched,2024-09-14,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003801,RL01031,P007,booked,2024-09-19,negotiation,partner accepted; capacity held
EV003802,RL01031,P007,resolved,2024-09-25,monitor,closed successfully
EV003803,RL01032,,classified,2024-09-08,intake,
EV003804,RL01032,P008,matched,2024-09-10,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003805,RL01032,P008,outreach_sent,2024-09-11,negotiation,round 1
EV003806,RL01032,P008,reply_received,2024-09-12,negotiation,propose_alternative
EV003807,RL01032,P008,outreach_sent,2024-09-13,negotiation,round 2
EV003808,RL01032,P008,reply_received,2024-09-14,negotiation,propose_alternative
EV003809,RL01032,P008,outreach_sent,2024-09-15,negotiation,round 3
EV003810,RL01032,P008,reply_received,2024-09-16,negotiation,propose_alternative
EV003811,RL01033,,classified,2024-09-13,intake,
EV003812,RL01033,P009,matched,2024-09-16,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003813,RL01033,P009,booked,2024-09-21,negotiation,partner accepted; capacity held
EV003814,RL01033,P009,resolved,2024-10-05,monitor,closed successfully
EV003815,RL01034,,classified,2024-09-27,intake,
EV003816,RL01034,P008,matched,2024-09-30,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003817,RL01035,,classified,2024-09-12,intake,
EV003818,RL01035,P007,matched,2024-09-13,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003819,RL01035,P007,booked,2024-09-21,negotiation,partner accepted; capacity held
EV003820,RL01035,P007,resolved,2024-10-14,monitor,closed successfully
EV003821,RL01036,,classified,2024-10-04,intake,
EV003822,RL01036,P008,matched,2024-10-05,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003823,RL01036,P008,booked,2024-10-13,negotiation,partner accepted; capacity held
EV003824,RL01036,P008,resolved,2024-10-24,monitor,closed successfully
EV003825,RL01037,,classified,2024-10-03,intake,
EV003826,RL01037,P007,matched,2024-10-04,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003827,RL01037,P007,lost,2024-10-18,monitor,no fit / declined
EV003828,RL01038,,classified,2024-10-21,intake,
EV003829,RL01038,P009,matched,2024-10-22,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003830,RL01038,P009,booked,2024-10-26,negotiation,partner accepted; capacity held
EV003831,RL01038,P009,resolved,2024-11-05,monitor,closed successfully
EV003832,RL01039,,classified,2024-10-13,intake,
EV003833,RL01039,P008,matched,2024-10-16,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003834,RL01039,P008,booked,2024-10-21,negotiation,partner accepted; capacity held
EV003835,RL01039,P008,resolved,2024-11-05,monitor,closed successfully
EV003836,RL01040,,classified,2024-10-16,intake,
EV003837,RL01040,P007,matched,2024-10-18,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003838,RL01040,P007,booked,2024-10-28,negotiation,partner accepted; capacity held
EV003839,RL01040,P007,resolved,2024-11-21,monitor,closed successfully
EV003840,RL01041,,classified,2024-10-28,intake,
EV003841,RL01042,,classified,2024-10-04,intake,
EV003842,RL01042,P009,matched,2024-10-07,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003843,RL01042,P009,lost,2024-10-18,monitor,no fit / declined
EV003844,RL01043,,classified,2024-10-19,intake,
EV003845,RL01043,P009,matched,2024-10-21,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003846,RL01043,P009,booked,2024-10-30,negotiation,partner accepted; capacity held
EV003847,RL01043,P009,resolved,2024-11-08,monitor,closed successfully
EV003848,RL01044,,classified,2024-10-17,intake,
EV003849,RL01044,P007,matched,2024-10-19,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003850,RL01044,P007,booked,2024-10-26,negotiation,partner accepted; capacity held
EV003851,RL01044,P007,resolved,2024-11-16,monitor,closed successfully
EV003852,RL01045,,classified,2024-10-12,intake,
EV003853,RL01045,P009,matched,2024-10-14,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003854,RL01045,P009,booked,2024-10-24,negotiation,partner accepted; capacity held
EV003855,RL01045,P009,resolved,2024-11-01,monitor,closed successfully
EV003856,RL01046,,classified,2024-10-26,intake,
EV003857,RL01046,P007,matched,2024-10-27,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003858,RL01046,P007,lost,2024-11-09,monitor,no fit / declined
EV003859,RL01047,,classified,2024-10-03,intake,
EV003860,RL01048,,classified,2024-10-03,intake,
EV003861,RL01048,P007,matched,2024-10-05,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003862,RL01048,P007,lost,2024-10-20,monitor,no fit / declined
EV003863,RL01049,,classified,2024-10-26,intake,
EV003864,RL01049,P008,matched,2024-10-29,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003865,RL01049,P008,lost,2024-11-11,monitor,no fit / declined
EV003866,RL01050,,classified,2024-10-27,intake,
EV003867,RL01050,P008,matched,2024-10-30,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003868,RL01050,P008,booked,2024-11-05,negotiation,partner accepted; capacity held
EV003869,RL01050,P008,resolved,2024-11-17,monitor,closed successfully
EV003870,RL01051,,classified,2024-11-25,intake,
EV003871,RL01051,P007,matched,2024-11-26,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003872,RL01051,P007,outreach_sent,2024-11-27,negotiation,round 1
EV003873,RL01051,P007,reply_received,2024-11-28,negotiation,propose_alternative
EV003874,RL01051,P007,outreach_sent,2024-11-29,negotiation,round 2
EV003875,RL01051,P007,reply_received,2024-11-30,negotiation,propose_alternative
EV003876,RL01051,P007,outreach_sent,2024-12-01,negotiation,round 3
EV003877,RL01051,P007,reply_received,2024-12-02,negotiation,propose_alternative
EV003878,RL01052,,classified,2024-11-02,intake,
EV003879,RL01052,P008,matched,2024-11-03,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003880,RL01052,P008,outreach_sent,2024-11-04,negotiation,round 1
EV003881,RL01052,P008,reply_received,2024-11-05,negotiation,propose_alternative
EV003882,RL01052,P008,outreach_sent,2024-11-06,negotiation,round 2
EV003883,RL01052,P008,reply_received,2024-11-07,negotiation,propose_alternative
EV003884,RL01052,P008,outreach_sent,2024-11-08,negotiation,round 3
EV003885,RL01052,P008,reply_received,2024-11-09,negotiation,propose_alternative
EV003886,RL01053,,classified,2024-11-08,intake,
EV003887,RL01053,P009,matched,2024-11-10,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003888,RL01053,P009,booked,2024-11-17,negotiation,partner accepted; capacity held
EV003889,RL01053,P009,resolved,2024-11-25,monitor,closed successfully
EV003890,RL01054,,classified,2024-11-26,intake,
EV003891,RL01055,,classified,2024-11-08,intake,
EV003892,RL01055,P009,matched,2024-11-11,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003893,RL01055,P009,lost,2024-11-20,monitor,no fit / declined
EV003894,RL01056,,classified,2024-11-15,intake,
EV003895,RL01056,P008,matched,2024-11-16,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003896,RL01056,P008,lost,2024-11-28,monitor,no fit / declined
EV003897,RL01057,,classified,2024-11-17,intake,
EV003898,RL01057,P009,matched,2024-11-19,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003899,RL01057,P009,lost,2024-12-01,monitor,no fit / declined
EV003900,RL01058,,classified,2024-11-19,intake,
EV003901,RL01058,P008,matched,2024-11-20,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003902,RL01058,P008,lost,2024-12-03,monitor,no fit / declined
EV003903,RL01059,,classified,2024-11-21,intake,
EV003904,RL01059,P008,matched,2024-11-23,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003905,RL01060,,classified,2024-11-04,intake,
EV003906,RL01060,P009,matched,2024-11-07,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003907,RL01060,P009,booked,2024-11-10,negotiation,partner accepted; capacity held
EV003908,RL01060,P009,resolved,2024-11-19,monitor,closed successfully
EV003909,RL01061,,classified,2024-11-17,intake,
EV003910,RL01061,P008,matched,2024-11-18,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003911,RL01062,,classified,2024-11-22,intake,
EV003912,RL01063,,classified,2024-11-26,intake,
EV003913,RL01063,P008,matched,2024-11-28,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003914,RL01063,P008,lost,2024-12-07,monitor,no fit / declined
EV003915,RL01064,,classified,2024-11-28,intake,
EV003916,RL01065,,classified,2024-11-03,intake,
EV003917,RL01065,P007,matched,2024-11-05,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003918,RL01065,P007,booked,2024-11-12,negotiation,partner accepted; capacity held
EV003919,RL01065,P007,resolved,2024-12-06,monitor,closed successfully
EV003920,RL01066,,classified,2024-12-24,intake,
EV003921,RL01066,P009,matched,2024-12-25,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003922,RL01066,P009,lost,2025-01-06,monitor,no fit / declined
EV003923,RL01067,,classified,2024-12-03,intake,
EV003924,RL01067,P009,matched,2024-12-05,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003925,RL01067,P009,booked,2024-12-13,negotiation,partner accepted; capacity held
EV003926,RL01067,P009,resolved,2024-12-22,monitor,closed successfully
EV003927,RL01068,,classified,2024-12-16,intake,
EV003928,RL01068,P008,matched,2024-12-18,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003929,RL01068,P008,booked,2024-12-23,negotiation,partner accepted; capacity held
EV003930,RL01068,P008,resolved,2025-01-06,monitor,closed successfully
EV003931,RL01069,,classified,2024-12-23,intake,
EV003932,RL01069,P009,matched,2024-12-24,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003933,RL01069,P009,booked,2025-01-02,negotiation,partner accepted; capacity held
EV003934,RL01069,P009,resolved,2025-01-12,monitor,closed successfully
EV003935,RL01070,,classified,2024-12-25,intake,
EV003936,RL01070,P008,matched,2024-12-26,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003937,RL01070,P008,booked,2024-12-31,negotiation,partner accepted; capacity held
EV003938,RL01070,P008,resolved,2025-01-25,monitor,closed successfully
EV003939,RL01071,,classified,2024-12-18,intake,
EV003940,RL01071,P009,matched,2024-12-20,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003941,RL01071,P009,booked,2024-12-24,negotiation,partner accepted; capacity held
EV003942,RL01071,P009,resolved,2025-01-10,monitor,closed successfully
EV003943,RL01072,,classified,2024-12-11,intake,
EV003944,RL01072,P007,matched,2024-12-12,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003945,RL01072,P007,lost,2024-12-23,monitor,no fit / declined
EV003946,RL01073,,classified,2024-12-26,intake,
EV003947,RL01073,P009,matched,2024-12-29,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003948,RL01073,P009,booked,2025-01-01,negotiation,partner accepted; capacity held
EV003949,RL01073,P009,resolved,2025-01-10,monitor,closed successfully
EV003950,RL01074,,classified,2024-12-04,intake,
EV003951,RL01074,P009,matched,2024-12-06,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003952,RL01074,P009,booked,2024-12-10,negotiation,partner accepted; capacity held
EV003953,RL01074,P009,resolved,2024-12-25,monitor,closed successfully
EV003954,RL01075,,classified,2024-12-03,intake,
EV003955,RL01075,P008,matched,2024-12-05,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003956,RL01076,,classified,2024-12-07,intake,
EV003957,RL01076,P008,matched,2024-12-10,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003958,RL01076,P008,lost,2024-12-23,monitor,no fit / declined
EV003959,RL01077,,classified,2024-12-01,intake,
EV003960,RL01077,P007,matched,2024-12-02,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003961,RL01077,P007,booked,2024-12-11,negotiation,partner accepted; capacity held
EV003962,RL01077,P007,resolved,2024-12-30,monitor,closed successfully
EV003963,RL01078,,classified,2024-12-02,intake,
EV003964,RL01078,P008,matched,2024-12-03,matching,"top-3 by capacity+ROI, ranked P008 #1"
EV003965,RL01078,P008,booked,2024-12-07,negotiation,partner accepted; capacity held
EV003966,RL01078,P008,resolved,2024-12-18,monitor,closed successfully
EV003967,RL01079,,classified,2024-12-12,intake,
EV003968,RL01079,P007,matched,2024-12-14,matching,"top-3 by capacity+ROI, ranked P007 #1"
EV003969,RL01080,,classified,2024-12-23,intake,
EV003970,RL01080,P009,matched,2024-12-26,matching,"top-3 by capacity+ROI, ranked P009 #1"
EV003971,RL01080,P009,booked,2024-12-31,negotiation,partner accepted; capacity held
EV003972,RL01080,P009,resolved,2025-01-08,monitor,closed successfully
EV003973,RL01081,,classified,2023-01-14,intake,
EV003974,RL01081,P011,matched,2023-01-15,matching,"top-3 by capacity+ROI, ranked P011 #1"
EV003975,RL01081,P011,booked,2023-01-25,negotiation,partner accepted; capacity held
EV003976,RL01081,P011,resolved,2023-02-12,monitor,closed successfully
EV003977,RL01082,,classified,2023-01-22,intake,
EV003978,RL01082,P012,matched,2023-01-25,matching,"top-3 by capacity+ROI, ranked P012 #1"
EV003979,RL01082,P012,booked,2023-01-27,negotiation,partner accepted; capacity held
EV003980,RL01082,P012,resolved,2023-02-13,monitor,closed successfully
EV003981,RL01083,,classified,2023-01-02,intake,
EV003982,RL01083,P012,matched,2023-01-04,matching,"top-3 by capacity+ROI, ranked P012 #1"
EV003983,RL01084,,classified,2023-01-17,intake,
EV003984,RL01084,P010,matched,2023-01-20,matching,"top-3 by capacity+ROI, ranked P010 #1"
EV003985,RL01084,P010,lost,2023-01-29,monitor,no fit / declined
EV003986,RL01085,,classified,2023-01-06,intake,
EV003987,RL01085,P011,matched,2023-01-08,matching,"top-3 by capacity+ROI, ranked P011 #1"
EV003988,RL01085,P011,lost,2023-01-18,monitor,no fit / declined
EV003989,RL01086,,classified,2023-01-13,intake,
EV003990,RL01086,P010,matched,2023-01-16,matching,"top-3 by capacity+ROI, ranked P010 #1"
EV003991,RL01086,P010,outreach_sent,2023-01-17,negotiation,round 1
EV003992,RL01086,P010,reply_received,2023-01-18,negotiation,propose_alternative
EV003993,RL01086,P010,outreach_sent,2023-01-19,negotiation,round 2
EV003994,RL01086,P010,reply_received,2023-01-20,negotiation,propose_alternative
EV003995,RL01086,P010,outreach_sent,2023-01-21,negotiation,round 3
EV003996,RL01086,P010,reply_received,2023-01-22,negotiation,propose_alternative
EV003997,RL01087,,classified,2023-01-08,intake,
EV003998,RL01087,P012,matched,2023-01-10,matching,"top-3 by capacity+ROI, ranked P012 #1"
EV003999,RL01088,,classified,2023-01-09,intake,
EV004000,RL01088,P012,matched,2023-01-10,matching,"top-3 by capacity+ROI, ranked P012 #1"
EV004001,RL01089,,classified,2023-01-11,intake,
EV004002,RL01089,P010,matched,2023-01-13,matching,"top-3 by capacity+ROI, ranked P010 #1"
EV004003,RL01089,P010,lost,2023-01-20,monitor,no fit / declined
EV004004,RL01090,,classified,2023-01-11,intake,
EV004005,RL01090,P012,matched,2023-01-12,matching,"top-3 by capacity+ROI, ranked P012 #1"
EV004006,RL01090,P012,booked,2023-01-16,negotiation,partner accepted; capacity held
EV004007,RL01090,P012,resolved,2023-02-03,monitor,closed successfully
EV004008,RL01091,,classified,2023-01-11,intake,
EV004009,RL01091,P011,matched,2023-01-12,matching,"top-3 by capacity+ROI, ranked P011 #1"
EV004010,RL01091,P011,booked,2023-01-17,negotiation,partner accepted; capacity held
EV004011,RL01091,P011,resolved,2023-01-31,monitor,closed successfully
EV004012,RL01092,,classified,2023-01-06,intake,
EV004013,RL01092,P010,matched,2023-01-08,matching,"top-3 by capacity+ROI, ranked P010 #1"
EV004014,RL01092,P010,outreach_sent,2023-01-09,negotiation,round 1
EV004015,RL01092,P010,reply_received,2023-01-10,negotiation,propose_alternative
EV004016,RL01092,P010,outreach_sent,2023-01-11,negotiation,round 2
EV004017,RL01092,P010,reply_received,2023-01-12,negotiation,propose_alternative
EV004018,RL01092,P010,outreach_sent,2023-01-13,negotiation,round 3
EV004019,RL01092,P010,reply_received,2023-01-14,negotiation,propose_alternative
EV004020,RL01093,,classified,2023-01-11,intake,
EV004021,RL01094,,classified,2023-01-02,intake,
EV004022,RL01094,P011,matched,2023-01-03,matching,"top-3 by capacity+ROI, ranked P011 #1"
EV004023,RL01094,P011,booked,2023-01-09,negotiation,partner accepted; capacity held
EV004024,RL01094,P011,resolved,2023-01-24,monitor,closed successfully
EV004025,RL01095,,classified,2023-01-09,intake,
EV004026,RL01095,P011,matched,2023-01-11,matching,"top-3 by capacity+ROI, ranked P011 #1"
EV004027,RL01095,P011,booked,2023-01-14,negotiation,partner accepted; capacity held
EV004028,RL01095,P011,resolved,2023-02-06,monitor,closed successfully
EV004029,RL01096,,classified,2023-02-21,intake,
EV004030,RL01096,P011,matched,2023-02-24,matching,"top-3 by capacity+ROI, ranked P011 #1"
EV004031,RL01096,P011,booked,2023-03-06,negotiation,partner accepted; capacity held
EV004032,RL01096,P011,resolved,2023-03-12,monitor,closed successfully
EV004033,RL01097,,classified,2023-02-25,intake,
EV004034,RL01098,,classified,2023-02-04,intake,
EV004035,RL01098,P012,matched,2023-02-07,matching,"top-3 by capacity+ROI, ranked P012 #1"
EV004036,RL01098,P012,booked,2023-02-17,negotiation,partner accepted; capacity held
EV004037,RL01098,P012,resolved,2023-03-08,monitor,closed successfully
EV004038,RL01099,,classified,2023-02-18,intake,
EV004039,RL01099,P011,matched,2023-02-20,matching,"top-3 by capacity+ROI, ranked P011 #1"
EV004040,RL01099,P011,booked,2023-02-27,negotiation,partner accepted; capacity held
EV004041,RL01099,P011,resolved,2023-03-09,monitor,closed successfully
EV004042,RL01100,,classified,2023-02-14,intake,
EV004043,RL01100,P012,matched,2023-02-17,matching,"top-3 by capacity+ROI, ranked P012 #1"
EV004044,RL01101,,classified,2023-02-28,intake,
EV004045,RL01101,P011,matched,2023-03-01,matching,"top-3 by capacity+ROI, ranked P011 #1"
EV004046,RL01101,P011,booked,2023-03-10,negotiation,partner accepted; capacity held
EV004047,RL01101,P011,resolved,2023-03-22,monitor,closed successfully
EV004048,RL01102,,classified,2023-02-07,intake,
