customer_id,customer_name,country,segment,signup_date,plan_type,monthly_revenue,partner_id
C02362,Johansson Konsult AB,SE,ENT,2024-12-08,enterprise,5227,
C02363,Nilsson Redovisning AB,SE,MID,2024-12-25,enterprise,6589,P008
C02364,Carlsson Redovisning AB,SE,SMB,2024-12-02,premium,2166,
C02365,Eklund Ekonomi AB,SE,SMB,2024-12-13,premium,2688,P007
C02366,Eklund Konsult AB,SE,SMB,2024-12-23,basic,573,
C02367,Holm Konsult AB,SE,MID,2024-12-23,premium,1446,
C02368,Carlsson Redovisning AB,SE,SMB,2024-12-10,premium,1767,
C02369,Bergström Revision AB,SE,SMB,2024-12-13,basic,530,P007
C02370,Johansson Konsult AB,SE,SMB,2024-12-21,basic,702,P008
C02371,Svensson Rådgivning AB,SE,MID,2024-12-05,premium,1216,P008
C02372,Svensson Revision AB,SE,MID,2024-12-02,premium,2172,
C02373,Carlsson Rådgivning AB,SE,SMB,2024-12-10,basic,457,
C02374,Eklund Rådgivning AB,SE,MID,2024-12-02,enterprise,4180,P007
C02375,Larsson Revision AB,SE,SMB,2024-12-09,basic,509,P008
C02376,Johansson Ekonomi AB,SE,SMB,2024-12-26,premium,1576,
C02377,Bauer Steuerberatung GmbH,DE,SMB,2022-01-26,basic,684,P012
C02378,Bauer Steuerberatung GmbH,DE,SMB,2022-01-09,basic,462,
C02379,Schäfer Steuerberatung GmbH,DE,SMB,2022-01-15,premium,2724,P012
C02380,Bauer Steuerberatung GmbH,DE,SMB,2022-01-06,basic,536,P012
C02381,Müller Consulting GmbH,DE,ENT,2022-01-12,enterprise,4819,P011
C02382,Schäfer Consulting GmbH,DE,SMB,2022-01-19,basic,507,P010
C02383,Hoffmann Wirtschaftsprüfung GmbH,DE,SMB,2022-01-18,basic,610,
C02384,Wagner Buchhaltung GmbH,DE,SMB,2022-01-23,basic,472,
C02385,Weber Treuhand GmbH,DE,SMB,2022-01-16,premium,2236,
C02386,Schäfer Consulting GmbH,DE,MID,2022-01-13,basic,747,P010
C02387,Schäfer Buchhaltung GmbH,DE,ENT,2022-01-11,enterprise,4237,
C02388,Schmidt Treuhand GmbH,DE,MID,2022-01-06,premium,1002,P012
C02389,Müller Consulting GmbH,DE,SMB,2022-01-10,basic,567,P010
C02390,Bauer Treuhand GmbH,DE,SMB,2022-01-03,basic,592,
C02391,Schmidt Steuerberatung GmbH,DE,SMB,2022-01-24,basic,634,
C02392,Schmidt Steuerberatung GmbH,DE,SMB,2022-01-22,basic,456,P012
C02393,Bauer Wirtschaftsprüfung GmbH,DE,ENT,2022-01-09,enterprise,5594,
C02394,Schmidt Consulting GmbH,DE,SMB,2022-01-16,premium,2424,
C02395,Becker Consulting GmbH,DE,SMB,2022-01-23,premium,2555,P010
C02396,Müller Consulting GmbH,DE,SMB,2022-01-02,basic,451,
C02397,Wagner Wirtschaftsprüfung GmbH,DE,MID,2022-01-23,premium,2696,P011
C02398,Müller Buchhaltung GmbH,DE,SMB,2022-01-19,basic,517,
C02399,Becker Wirtschaftsprüfung GmbH,DE,SMB,2022-02-13,basic,553,
C02400,Becker Wirtschaftsprüfung GmbH,DE,SMB,2022-02-01,basic,735,
C02401,Becker Buchhaltung GmbH,DE,ENT,2022-02-15,enterprise,4132,P012
C02402,Koch Consulting GmbH,DE,SMB,2022-02-03,premium,1741,P011
C02403,Becker Buchhaltung GmbH,DE,MID,2022-02-25,premium,2343,P011
C02404,Wagner Steuerberatung GmbH,DE,SMB,2022-02-22,premium,2468,P011
C02405,Becker Buchhaltung GmbH,DE,MID,2022-02-10,premium,1929,P010
C02406,Fischer Buchhaltung GmbH,DE,MID,2022-02-14,basic,601,
C02407,Schäfer Consulting GmbH,DE,SMB,2022-02-22,premium,1703,
C02408,Müller Treuhand GmbH,DE,MID,2022-02-09,basic,713,
C02409,Fischer Steuerberatung GmbH,DE,ENT,2022-02-20,enterprise,7138,P010
C02410,Wagner Buchhaltung GmbH,DE,MID,2022-02-22,premium,1539,P012
C02411,Bauer Consulting GmbH,DE,MID,2022-02-05,enterprise,6107,
C02412,Müller Buchhaltung GmbH,DE,SMB,2022-02-22,basic,565,P010
C02413,Hoffmann Wirtschaftsprüfung GmbH,DE,SMB,2022-02-03,premium,2737,
C02414,Becker Treuhand GmbH,DE,SMB,2022-02-01,basic,639,
C02415,Fischer Consulting GmbH,DE,SMB,2022-02-16,basic,750,
C02416,Fischer Wirtschaftsprüfung GmbH,DE,SMB,2022-02-07,basic,639,
C02417,Becker Buchhaltung GmbH,DE,ENT,2022-02-13,enterprise,7918,P010
C02418,Müller Treuhand GmbH,DE,SMB,2022-02-09,basic,596,P012
C02419,Bauer Wirtschaftsprüfung GmbH,DE,ENT,2022-02-11,enterprise,6309,P011
C02420,Becker Consulting GmbH,DE,SMB,2022-02-20,premium,1760,
C02421,Fischer Consulting GmbH,DE,MID,2022-03-08,basic,662,
C02422,Schmidt Wirtschaftsprüfung GmbH,DE,SMB,2022-03-10,premium,1927,
C02423,Weber Wirtschaftsprüfung GmbH,DE,SMB,2022-03-08,premium,1037,P012
C02424,Weber Consulting GmbH,DE,MID,2022-03-17,enterprise,4963,
C02425,Schmidt Consulting GmbH,DE,SMB,2022-03-24,basic,735,P010
C02426,Hoffmann Consulting GmbH,DE,ENT,2022-03-27,enterprise,5243,P012
C02427,Hoffmann Buchhaltung GmbH,DE,MID,2022-03-09,premium,2390,P010
C02428,Becker Consulting GmbH,DE,ENT,2022-03-21,enterprise,4007,
C02429,Koch Wirtschaftsprüfung GmbH,DE,MID,2022-03-24,premium,1910,P010
C02430,Fischer Steuerberatung GmbH,DE,MID,2022-03-13,premium,1399,P010
C02431,Hoffmann Treuhand GmbH,DE,MID,2022-03-21,enterprise,6725,
C02432,Müller Steuerberatung GmbH,DE,SMB,2022-03-03,premium,1666,
C02433,Weber Consulting GmbH,DE,ENT,2022-03-01,enterprise,5259,
C02434,Koch Consulting GmbH,DE,SMB,2022-03-06,basic,549,P010
C02435,Schmidt Wirtschaftsprüfung GmbH,DE,ENT,2022-03-08,enterprise,4811,
C02436,Müller Buchhaltung GmbH,DE,MID,2022-03-17,premium,2012,
C02437,Schäfer Wirtschaftsprüfung GmbH,DE,SMB,2022-03-04,basic,629,
C02438,Hoffmann Buchhaltung GmbH,DE,ENT,2022-03-06,premium,2320,P012
C02439,Schmidt Buchhaltung GmbH,DE,SMB,2022-03-12,basic,765,P012
C02440,Schmidt Treuhand GmbH,DE,SMB,2022-03-05,basic,676,P012
C02441,Schmidt Consulting GmbH,DE,MID,2022-03-20,basic,636,
C02442,Hoffmann Wirtschaftsprüfung GmbH,DE,SMB,2022-03-08,basic,629,
C02443,Schäfer Buchhaltung GmbH,DE,SMB,2022-04-13,basic,733,P012
C02444,Becker Consulting GmbH,DE,SMB,2022-04-23,premium,2364,
C02445,Fischer Buchhaltung GmbH,DE,MID,2022-04-18,premium,1979,P011
C02446,Bauer Buchhaltung GmbH,DE,SMB,2022-04-05,premium,1443,
C02447,Fischer Consulting GmbH,DE,ENT,2022-04-06,enterprise,4669,
C02448,Bauer Buchhaltung GmbH,DE,SMB,2022-04-05,premium,2757,
C02449,Wagner Buchhaltung GmbH,DE,MID,2022-04-06,premium,1117,P012
C02450,Hoffmann Buchhaltung GmbH,DE,ENT,2022-04-02,premium,2301,
C02451,Hoffmann Consulting GmbH,DE,MID,2022-04-03,basic,478,P012
C02452,Fischer Steuerberatung GmbH,DE,MID,2022-04-04,basic,792,P012
C02453,Bauer Wirtschaftsprüfung GmbH,DE,SMB,2022-04-21,basic,787,P011
C02454,Hoffmann Consulting GmbH,DE,SMB,2022-04-22,premium,2359,P012
C02455,Wagner Consulting GmbH,DE,SMB,2022-04-13,premium,2619,P011
C02456,Wagner Steuerberatung GmbH,DE,SMB,2022-04-19,basic,770,
C02457,Wagner Consulting GmbH,DE,ENT,2022-04-14,enterprise,4434,
C02458,Becker Treuhand GmbH,DE,SMB,2022-04-14,basic,793,P012
C02459,Müller Wirtschaftsprüfung GmbH,DE,SMB,2022-04-07,basic,704,P010
C02460,Müller Steuerberatung GmbH,DE,SMB,2022-04-26,basic,579,P010
C02461,Weber Buchhaltung GmbH,DE,MID,2022-04-20,premium,1278,
C02462,Becker Treuhand GmbH,DE,SMB,2022-04-10,basic,574,
C02463,Schäfer Wirtschaftsprüfung GmbH,DE,SMB,2022-04-13,basic,682,P012
C02464,Bauer Buchhaltung GmbH,DE,SMB,2022-04-07,basic,697,P012
C02465,Bauer Buchhaltung GmbH,DE,SMB,2022-05-07,basic,746,
C02466,Wagner Wirtschaftsprüfung GmbH,DE,SMB,2022-05-04,basic,750,P010
C02467,Fischer Wirtschaftsprüfung GmbH,DE,ENT,2022-05-09,enterprise,7536,
C02468,Fischer Treuhand GmbH,DE,SMB,2022-05-02,basic,737,P011
C02469,Koch Wirtschaftsprüfung GmbH,DE,MID,2022-05-22,premium,1609,
C02470,Becker Steuerberatung GmbH,DE,MID,2022-05-10,basic,553,P011
C02471,Schmidt Wirtschaftsprüfung GmbH,DE,MID,2022-05-09,basic,658,P011
C02472,Koch Buchhaltung GmbH,DE,SMB,2022-05-07,premium,1557,
C02473,Wagner Buchhaltung GmbH,DE,SMB,2022-05-15,basic,775,
C02474,Koch Wirtschaftsprüfung GmbH,DE,MID,2022-05-19,premium,1421,P011
C02475,Hoffmann Wirtschaftsprüfung GmbH,DE,SMB,2022-05-24,basic,506,P010
C02476,Koch Consulting GmbH,DE,SMB,2022-05-22,basic,490,
C02477,Koch Wirtschaftsprüfung GmbH,DE,MID,2022-05-17,premium,2167,
C02478,Fischer Consulting GmbH,DE,ENT,2022-05-12,enterprise,7360,P011
C02479,Fischer Treuhand GmbH,DE,SMB,2022-05-24,basic,487,
C02480,Schmidt Consulting GmbH,DE,SMB,2022-05-04,premium,2206,P012
C02481,Becker Consulting GmbH,DE,SMB,2022-05-09,basic,744,
C02482,Bauer Buchhaltung GmbH,DE,SMB,2022-05-01,basic,786,
C02483,Hoffmann Buchhaltung GmbH,DE,SMB,2022-05-08,basic,665,P012
C02484,Koch Consulting GmbH,DE,MID,2022-05-19,premium,2578,
C02485,Koch Wirtschaftsprüfung GmbH,DE,SMB,2022-05-04,basic,454,
C02486,Fischer Treuhand GmbH,DE,SMB,2022-05-23,premium,2559,P011
C02487,Bauer Consulting GmbH,DE,MID,2022-06-05,premium,1111,
C02488,Wagner Treuhand GmbH,DE,SMB,2022-06-04,basic,686,P011
C02489,Hoffmann Steuerberatung GmbH,DE,SMB,2022-06-23,basic,748,P012
C02490,Fischer Consulting GmbH,DE,SMB,2022-06-26,basic,561,
C02491,Weber Steuerberatung GmbH,DE,SMB,2022-06-18,basic,617,P010
C02492,Fischer Buchhaltung GmbH,DE,ENT,2022-06-08,enterprise,4193,
C02493,Müller Buchhaltung GmbH,DE,MID,2022-06-07,basic,793,
C02494,Weber Steuerberatung GmbH,DE,SMB,2022-06-07,basic,585,P012
C02495,Becker Treuhand GmbH,DE,SMB,2022-06-10,basic,746,P012
C02496,Bauer Treuhand GmbH,DE,SMB,2022-06-27,basic,783,P012
C02497,Weber Wirtschaftsprüfung GmbH,DE,SMB,2022-06-28,premium,1102,P012
C02498,Fischer Buchhaltung GmbH,DE,MID,2022-06-15,basic,584,P010
C02499,Bauer Buchhaltung GmbH,DE,SMB,2022-06-05,premium,2709,P010
C02500,Hoffmann Consulting GmbH,DE,SMB,2022-06-27,premium,1864,P010
C02501,Schäfer Buchhaltung GmbH,DE,MID,2022-06-24,enterprise,5106,P010
C02502,Koch Steuerberatung GmbH,DE,MID,2022-06-20,basic,458,P011
C02503,Becker Wirtschaftsprüfung GmbH,DE,SMB,2022-06-07,basic,461,P011
C02504,Hoffmann Consulting GmbH,DE,SMB,2022-06-15,basic,793,
C02505,Koch Treuhand GmbH,DE,SMB,2022-06-27,premium,1290,
C02506,Wagner Buchhaltung GmbH,DE,MID,2022-06-12,premium,2532,P011
C02507,Schäfer Consulting GmbH,DE,SMB,2022-06-02,premium,1472,
C02508,Müller Buchhaltung GmbH,DE,SMB,2022-06-27,basic,560,P010
C02509,Hoffmann Consulting GmbH,DE,MID,2022-07-24,basic,693,
C02510,Bauer Consulting GmbH,DE,SMB,2022-07-27,basic,757,
C02511,Bauer Wirtschaftsprüfung GmbH,DE,MID,2022-07-12,premium,2786,
C02512,Koch Steuerberatung GmbH,DE,SMB,2022-07-21,basic,482,P011
C02513,Fischer Consulting GmbH,DE,ENT,2022-07-26,enterprise,6611,P012
C02514,Schmidt Wirtschaftsprüfung GmbH,DE,MID,2022-07-17,basic,576,P012
C02515,Weber Steuerberatung GmbH,DE,MID,2022-07-19,basic,545,P010
C02516,Schäfer Wirtschaftsprüfung GmbH,DE,SMB,2022-07-04,premium,1085,P011
C02517,Hoffmann Consulting GmbH,DE,ENT,2022-07-26,enterprise,4405,P010
C02518,Wagner Steuerberatung GmbH,DE,SMB,2022-07-23,basic,565,
C02519,Weber Wirtschaftsprüfung GmbH,DE,ENT,2022-07-19,enterprise,6707,P011
C02520,Fischer Buchhaltung GmbH,DE,SMB,2022-07-04,basic,702,
C02521,Bauer Buchhaltung GmbH,DE,SMB,2022-07-08,basic,460,P011
C02522,Fischer Treuhand GmbH,DE,SMB,2022-07-04,basic,614,
C02523,Müller Treuhand GmbH,DE,SMB,2022-07-21,premium,1399,
C02524,Fischer Treuhand GmbH,DE,SMB,2022-07-27,premium,1602,P010
C02525,Müller Consulting GmbH,DE,SMB,2022-07-27,basic,747,
C02526,Becker Treuhand GmbH,DE,SMB,2022-07-15,basic,641,
C02527,Hoffmann Wirtschaftsprüfung GmbH,DE,SMB,2022-07-22,basic,610,P012
C02528,Wagner Wirtschaftsprüfung GmbH,DE,ENT,2022-07-23,enterprise,5513,P012
C02529,Bauer Consulting GmbH,DE,SMB,2022-07-08,basic,704,P010
C02530,Koch Buchhaltung GmbH,DE,SMB,2022-07-01,premium,1715,P010
C02531,Bauer Treuhand GmbH,DE,SMB,2022-08-08,premium,1315,
C02532,Weber Consulting GmbH,DE,SMB,2022-08-24,premium,1368,P011
C02533,Wagner Steuerberatung GmbH,DE,SMB,2022-08-22,basic,780,
C02534,Müller Consulting GmbH,DE,SMB,2022-08-07,basic,785,P010
C02535,Weber Steuerberatung GmbH,DE,SMB,2022-08-19,premium,2442,
C02536,Wagner Consulting GmbH,DE,MID,2022-08-06,basic,538,
C02537,Schäfer Wirtschaftsprüfung GmbH,DE,MID,2022-08-17,enterprise,6851,P011
C02538,Weber Treuhand GmbH,DE,SMB,2022-08-18,basic,454,P012
C02539,Bauer Steuerberatung GmbH,DE,SMB,2022-08-11,basic,649,P011
C02540,Hoffmann Wirtschaftsprüfung GmbH,DE,MID,2022-08-02,basic,707,
C02541,Becker Wirtschaftsprüfung GmbH,DE,SMB,2022-08-16,basic,617,
C02542,Weber Treuhand GmbH,DE,ENT,2022-08-10,enterprise,6346,
C02543,Bauer Wirtschaftsprüfung GmbH,DE,MID,2022-08-14,premium,2348,P012
C02544,Weber Steuerberatung GmbH,DE,SMB,2022-08-26,basic,543,P012
C02545,Weber Consulting GmbH,DE,SMB,2022-08-10,basic,561,
C02546,Weber Steuerberatung GmbH,DE,SMB,2022-08-24,basic,740,
C02547,Koch Treuhand GmbH,DE,MID,2022-08-16,premium,2690,
C02548,Schäfer Buchhaltung GmbH,DE,ENT,2022-08-20,enterprise,8115,P010
C02549,Becker Wirtschaftsprüfung GmbH,DE,MID,2022-08-04,basic,562,
C02550,Wagner Buchhaltung GmbH,DE,MID,2022-08-01,premium,2446,P010
C02551,Müller Consulting GmbH,DE,SMB,2022-08-24,basic,728,P010
C02552,Schmidt Treuhand GmbH,DE,SMB,2022-08-21,premium,1553,P012
C02553,Becker Steuerberatung GmbH,DE,MID,2022-09-22,enterprise,5557,
C02554,Becker Buchhaltung GmbH,DE,SMB,2022-09-21,basic,727,
C02555,Müller Steuerberatung GmbH,DE,SMB,2022-09-13,basic,732,P010
C02556,Koch Buchhaltung GmbH,DE,SMB,2022-09-07,basic,530,P010
C02557,Wagner Buchhaltung GmbH,DE,MID,2022-09-04,premium,2497,
C02558,Müller Wirtschaftsprüfung GmbH,DE,MID,2022-09-15,premium,1129,P011
C02559,Wagner Treuhand GmbH,DE,SMB,2022-09-16,basic,472,P012
C02560,Fischer Buchhaltung GmbH,DE,SMB,2022-09-06,premium,2102,P012
C02561,Weber Wirtschaftsprüfung GmbH,DE,SMB,2022-09-25,basic,760,P011
C02562,Schmidt Treuhand GmbH,DE,MID,2022-09-17,premium,2215,P012
C02563,Bauer Wirtschaftsprüfung GmbH,DE,MID,2022-09-12,basic,795,P012
C02564,Koch Consulting GmbH,DE,SMB,2022-09-13,premium,1817,P010
C02565,Schäfer Treuhand GmbH,DE,MID,2022-09-19,basic,679,P012
C02566,Becker Steuerberatung GmbH,DE,MID,2022-09-19,basic,616,P011
C02567,Koch Steuerberatung GmbH,DE,SMB,2022-09-25,basic,519,
C02568,Fischer Steuerberatung GmbH,DE,SMB,2022-09-15,basic,766,P012
C02569,Schäfer Treuhand GmbH,DE,SMB,2022-09-25,basic,698,P010
C02570,Koch Consulting GmbH,DE,MID,2022-09-22,premium,1720,
C02571,Schäfer Consulting GmbH,DE,SMB,2022-09-13,premium,1396,
C02572,Wagner Buchhaltung GmbH,DE,SMB,2022-09-04,basic,684,P012
C02573,Fischer Treuhand GmbH,DE,MID,2022-09-13,premium,2092,P011
C02574,Bauer Treuhand GmbH,DE,SMB,2022-09-18,basic,455,
C02575,Schäfer Treuhand GmbH,DE,SMB,2022-10-12,premium,1001,
C02576,Schäfer Treuhand GmbH,DE,SMB,2022-10-18,basic,471,P011
C02577,Weber Treuhand GmbH,DE,MID,2022-10-08,premium,1536,
C02578,Wagner Steuerberatung GmbH,DE,SMB,2022-10-12,premium,1029,P011
C02579,Becker Steuerberatung GmbH,DE,SMB,2022-10-02,basic,626,
C02580,Müller Consulting GmbH,DE,MID,2022-10-19,premium,1728,
C02581,Schäfer Consulting GmbH,DE,SMB,2022-10-13,basic,739,P011
C02582,Müller Steuerberatung GmbH,DE,SMB,2022-10-14,basic,695,
C02583,Müller Steuerberatung GmbH,DE,SMB,2022-10-17,basic,779,
C02584,Fischer Consulting GmbH,DE,MID,2022-10-21,premium,2408,P010
C02585,Wagner Wirtschaftsprüfung GmbH,DE,ENT,2022-10-10,enterprise,4154,P011
C02586,Becker Buchhaltung GmbH,DE,ENT,2022-10-18,enterprise,6865,P010
C02587,Becker Wirtschaftsprüfung GmbH,DE,MID,2022-10-26,basic,626,
C02588,Weber Treuhand GmbH,DE,SMB,2022-10-05,basic,541,P010
C02589,Fischer Wirtschaftsprüfung GmbH,DE,SMB,2022-10-01,basic,775,
C02590,Wagner Consulting GmbH,DE,SMB,2022-10-09,basic,649,P011
C02591,Schäfer Buchhaltung GmbH,DE,SMB,2022-10-20,basic,537,P010
C02592,Wagner Buchhaltung GmbH,DE,SMB,2022-10-11,premium,1280,P012
C02593,Becker Buchhaltung GmbH,DE,MID,2022-10-23,enterprise,4261,P010
C02594,Schmidt Buchhaltung GmbH,DE,ENT,2022-10-03,premium,2468,
C02595,Schäfer Treuhand GmbH,DE,ENT,2022-10-21,enterprise,7286,
C02596,Wagner Treuhand GmbH,DE,SMB,2022-10-24,basic,614,
C02597,Hoffmann Buchhaltung GmbH,DE,SMB,2022-11-12,basic,679,P011
C02598,Fischer Steuerberatung GmbH,DE,SMB,2022-11-25,basic,522,P012
C02599,Koch Wirtschaftsprüfung GmbH,DE,MID,2022-11-27,premium,1729,
C02600,Schmidt Wirtschaftsprüfung GmbH,DE,SMB,2022-11-07,premium,2235,P011
C02601,Weber Steuerberatung GmbH,DE,SMB,2022-11-17,basic,513,P011
C02602,Bauer Wirtschaftsprüfung GmbH,DE,SMB,2022-11-23,premium,2067,
C02603,Schäfer Steuerberatung GmbH,DE,SMB,2022-11-02,basic,539,
C02604,Becker Buchhaltung GmbH,DE,SMB,2022-11-16,basic,596,
C02605,Becker Consulting GmbH,DE,MID,2022-11-11,premium,1250,P011
C02606,Müller Steuerberatung GmbH,DE,MID,2022-11-27,enterprise,5654,P012
C02607,Schmidt Consulting GmbH,DE,SMB,2022-11-17,basic,667,
C02608,Becker Buchhaltung GmbH,DE,MID,2022-11-09,premium,2505,P012
C02609,Schmidt Buchhaltung GmbH,DE,MID,2022-11-19,premium,1133,
C02610,Becker Consulting GmbH,DE,SMB,2022-11-27,basic,744,P011
C02611,Weber Steuerberatung GmbH,DE,SMB,2022-11-20,basic,464,
C02612,Schäfer Buchhaltung GmbH,DE,SMB,2022-11-18,basic,566,
C02613,Schäfer Treuhand GmbH,DE,ENT,2022-11-27,enterprise,5141,P010
C02614,Becker Consulting GmbH,DE,MID,2022-11-14,premium,1588,P011
C02615,Koch Wirtschaftsprüfung GmbH,DE,ENT,2022-11-24,enterprise,6237,
C02616,Hoffmann Consulting GmbH,DE,SMB,2022-11-19,basic,639,
C02617,Weber Treuhand GmbH,DE,MID,2022-11-21,premium,2064,P012
C02618,Koch Steuerberatung GmbH,DE,SMB,2022-11-02,basic,748,P012
C02619,Weber Steuerberatung GmbH,DE,MID,2022-12-25,premium,1801,
C02620,Becker Treuhand GmbH,DE,MID,2022-12-06,premium,1429,P011
C02621,Hoffmann Treuhand GmbH,DE,MID,2022-12-04,premium,2248,
C02622,Koch Treuhand GmbH,DE,SMB,2022-12-11,premium,1046,
C02623,Schäfer Wirtschaftsprüfung GmbH,DE,SMB,2022-12-27,basic,474,P010
C02624,Wagner Treuhand GmbH,DE,SMB,2022-12-14,basic,641,P012
C02625,Müller Consulting GmbH,DE,MID,2022-12-18,premium,1951,
C02626,Koch Steuerberatung GmbH,DE,SMB,2022-12-07,basic,512,P010
C02627,Hoffmann Consulting GmbH,DE,SMB,2022-12-01,premium,1257,
C02628,Müller Treuhand GmbH,DE,MID,2022-12-05,premium,1248,P011
C02629,Schäfer Steuerberatung GmbH,DE,MID,2022-12-02,premium,2095,
C02630,Hoffmann Buchhaltung GmbH,DE,SMB,2022-12-02,basic,519,P012
C02631,Becker Buchhaltung GmbH,DE,SMB,2022-12-13,basic,721,P011
C02632,Becker Treuhand GmbH,DE,SMB,2022-12-15,basic,710,
C02633,Wagner Treuhand GmbH,DE,SMB,2022-12-08,basic,766,P010
C02634,Weber Consulting GmbH,DE,SMB,2022-12-03,premium,1922,
C02635,Wagner Consulting GmbH,DE,SMB,2022-12-28,basic,749,P010
C02636,Bauer Treuhand GmbH,DE,SMB,2022-12-04,basic,797,
C02637,Schäfer Treuhand GmbH,DE,SMB,2022-12-08,basic,464,
C02638,Fischer Buchhaltung GmbH,DE,ENT,2022-12-14,enterprise,7157,P010
C02639,Becker Steuerberatung GmbH,DE,SMB,2022-12-17,premium,1525,P012
C02640,Schmidt Consulting GmbH,DE,MID,2022-12-02,premium,2426,P011
C02641,Fischer Consulting GmbH,DE,SMB,2023-01-07,premium,2042,
C02642,Schmidt Steuerberatung GmbH,DE,SMB,2023-01-22,basic,746,P011
C02643,Koch Steuerberatung GmbH,DE,SMB,2023-01-19,premium,1856,P011
C02644,Schäfer Wirtschaftsprüfung GmbH,DE,SMB,2023-01-19,basic,592,
C02645,Schmidt Consulting GmbH,DE,SMB,2023-01-25,basic,629,P012
C02646,Fischer Buchhaltung GmbH,DE,MID,2023-01-18,premium,2732,P011
C02647,Weber Steuerberatung GmbH,DE,MID,2023-01-01,premium,2132,
C02648,Müller Buchhaltung GmbH,DE,SMB,2023-01-25,premium,1554,
C02649,Schäfer Wirtschaftsprüfung GmbH,DE,ENT,2023-01-10,enterprise,8082,
C02650,Schmidt Wirtschaftsprüfung GmbH,DE,SMB,2023-01-16,premium,2048,P010
C02651,Müller Treuhand GmbH,DE,MID,2023-01-10,premium,2698,P010
C02652,Becker Steuerberatung GmbH,DE,MID,2023-01-01,basic,628,P012
C02653,Müller Consulting GmbH,DE,SMB,2023-01-06,basic,628,P010
C02654,Koch Steuerberatung GmbH,DE,MID,2023-01-03,basic,569,
C02655,Weber Steuerberatung GmbH,DE,MID,2023-01-24,premium,1274,P011
C02656,Bauer Consulting GmbH,DE,SMB,2023-01-23,basic,589,P010
C02657,Müller Treuhand GmbH,DE,ENT,2023-01-12,premium,2128,
C02658,Bauer Consulting GmbH,DE,MID,2023-01-16,premium,2299,
C02659,Fischer Treuhand GmbH,DE,SMB,2023-01-01,premium,1972,P011
C02660,Fischer Buchhaltung GmbH,DE,SMB,2023-01-14,basic,490,
C02661,Bauer Wirtschaftsprüfung GmbH,DE,SMB,2023-01-06,basic,780,
C02662,Becker Treuhand GmbH,DE,SMB,2023-01-04,premium,1105,P011
C02663,Müller Consulting GmbH,DE,SMB,2023-02-03,basic,728,
C02664,Bauer Consulting GmbH,DE,SMB,2023-02-15,basic,480,P010
C02665,Weber Buchhaltung GmbH,DE,SMB,2023-02-26,basic,686,P011
C02666,Schmidt Treuhand GmbH,DE,MID,2023-02-25,premium,1351,P010
C02667,Becker Wirtschaftsprüfung GmbH,DE,SMB,2023-02-27,basic,710,P010
C02668,Fischer Wirtschaftsprüfung GmbH,DE,SMB,2023-02-05,basic,579,P012
C02669,Hoffmann Steuerberatung GmbH,DE,SMB,2023-02-26,basic,741,P010
C02670,Bauer Buchhaltung GmbH,DE,SMB,2023-02-15,basic,477,
C02671,Weber Wirtschaftsprüfung GmbH,DE,SMB,2023-02-25,premium,1269,P010
C02672,Bauer Steuerberatung GmbH,DE,SMB,2023-02-01,basic,750,P010
C02673,Hoffmann Buchhaltung GmbH,DE,SMB,2023-02-19,premium,1913,
C02674,Wagner Consulting GmbH,DE,MID,2023-02-13,premium,1374,P012
C02675,Fischer Treuhand GmbH,DE,SMB,2023-02-05,basic,688,
C02676,Wagner Treuhand GmbH,DE,ENT,2023-02-01,enterprise,6014,
C02677,Weber Consulting GmbH,DE,SMB,2023-02-18,basic,517,P012
C02678,Schäfer Wirtschaftsprüfung GmbH,DE,SMB,2023-02-18,premium,1349,
C02679,Fischer Wirtschaftsprüfung GmbH,DE,MID,2023-02-25,premium,2643,P011
C02680,Bauer Buchhaltung GmbH,DE,SMB,2023-02-18,premium,2052,
C02681,Müller Treuhand GmbH,DE,ENT,2023-02-02,enterprise,6005,P011
C02682,Koch Steuerberatung GmbH,DE,SMB,2023-02-24,premium,2141,
C02683,Müller Steuerberatung GmbH,DE,SMB,2023-02-16,premium,1267,P011
C02684,Schmidt Wirtschaftsprüfung GmbH,DE,SMB,2023-02-13,premium,2083,
C02685,Schmidt Wirtschaftsprüfung GmbH,DE,SMB,2023-03-14,basic,454,P010
C02686,Müller Buchhaltung GmbH,DE,ENT,2023-03-22,premium,1029,P011
C02687,Schmidt Consulting GmbH,DE,SMB,2023-03-25,basic,459,P011
C02688,Koch Steuerberatung GmbH,DE,MID,2023-03-24,premium,1490,
C02689,Weber Consulting GmbH,DE,SMB,2023-03-01,basic,740,
C02690,Weber Wirtschaftsprüfung GmbH,DE,SMB,2023-03-04,basic,746,
C02691,Hoffmann Buchhaltung GmbH,DE,MID,2023-03-19,premium,2680,P012
C02692,Koch Wirtschaftsprüfung GmbH,DE,MID,2023-03-15,premium,2089,
C02693,Schäfer Wirtschaftsprüfung GmbH,DE,SMB,2023-03-20,basic,622,P010
C02694,Koch Treuhand GmbH,DE,SMB,2023-03-13,basic,755,
C02695,Schmidt Wirtschaftsprüfung GmbH,DE,MID,2023-03-09,premium,1243,
C02696,Wagner Consulting GmbH,DE,MID,2023-03-17,premium,2356,
C02697,Schmidt Consulting GmbH,DE,SMB,2023-03-11,premium,2648,P010
C02698,Fischer Wirtschaftsprüfung GmbH,DE,MID,2023-03-26,basic,635,P010
C02699,Fischer Consulting GmbH,DE,SMB,2023-03-14,basic,744,
